股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
泰慕士,21.7%,39.48%,0.5496247654784243
弘业期货,13.05%,9.21%,1.4168571428571428
君逸数码,11.32%,2.99%,3.7913015873015934
宁波方正,8.93%,4.66%,1.9150568493150628
源飞宠物,5.29%,-3.1%,1.707914285714285
豫光金铅,5.2%,23.53%,0.22099999999999992
天力锂能,5.05%,5.2%,0.9718673469387743
挖金客,4.94%,23.62%,0.20912830188679246
古鳌科技,4.92%,3.53%,1.39381978021978
果麦文化,4.62%,13.75%,0.3358885572139307
经纬股份,4.3%,2.76%,1.559173228346453
银之杰,4.3%,26.21%,0.164078947368421
航天软件,4.11%,15.05%,0.27302142857142847
财富趋势,4.07%,85.54%,0.04758112712975098
浙江荣泰,3.66%,-14.81%,0.24705000000000002
中原证券,3.58%,14.5%,0.24689655172413788
荣旗科技,3.5%,5.18%,0.6757871396895782
源杰科技,3.45%,-3.4%,1.0143701015965143
模塑科技,3.38%,30.5%,0.11081967213114753
指南针,3.37%,41.93%,0.08037293600390814
水羊股份,3.26%,35.84%,0.09096451612903228
锦龙股份,3.22%,18.84%,0.17088713692946056
华泰证券,3.01%,12.82%,0.23486896551724126
智翔金泰,3.0%,-5.35%,0.5606493506493497
中亦科技,2.97%,37.39%,0.079424296875
第一创业,2.9%,11.91%,0.24343661971830988
福莱新材,2.89%,-7.22%,0.40025221238938025
华鑫股份,2.84%,30.7%,0.09251515151515148
赛维时代,2.83%,-12.34%,0.22934479717813047
伟测科技,2.83%,-0.1%,28.98485999999753
玉马遮阳,2.82%,7.33%,0.3844829268292682
天健集团,2.82%,14.21%,0.19848461538461554
永安期货,2.82%,8.78%,0.321292
深城交,2.8%,0.33%,8.572666666666851
国金证券,2.8%,15.48%,0.18090780141843968
华菱钢铁,2.72%,2.33%,1.1654153846153856
华旺科技,2.68%,4.91%,0.5452979591836733
中科金财,2.67%,8.73%,0.30569565217391326
海光信息,2.6%,8.77%,0.29631984585741783
神农科技,2.6%,12.3%,0.2114666666666665
财通证券,2.54%,14.18%,0.1791854545454546
博迈科,2.53%,15.06%,0.16803294797687857
中国软件,2.53%,7.46%,0.3392469656992085
科蓝软件,2.47%,11.7%,0.21104430379746833
高伟达,2.44%,24.73%,0.09866086956521744
联合光电,2.43%,14.53%,0.16729615384615382
新钢股份,2.4%,5.62%,0.4267826086956514
索辰科技,2.31%,5.31%,0.4352126760563381
光大嘉宝,2.3%,10.47%,0.21961290322580643
申华控股,2.28%,3.52%,0.648171428571428
保力新,2.26%,5.99%,0.3774199999999997
拓山重工,2.21%,-6.38%,0.3466385
浩云科技,2.16%,13.65%,0.15822000000000008
经纬纺机,2.16%,2.18%,0.992571428571433
尚荣医疗,2.15%,9.39%,0.22894594594594617
金迪克,2.15%,0.54%,3.9901470588235726
城建发展,2.14%,31.17%,0.06865317919075142
坚朗五金,2.14%,5.14%,0.41669050632911436
圣诺生物,2.12%,-2.97%,0.7142986666666667
雪迪龙,2.11%,3.27%,0.6455037037037047
华谊兄弟,2.11%,9.97%,0.21172758620689655
华阳国际,2.07%,10.77%,0.19221428571428587
宝立食品,2.06%,6.72%,0.30674687499999975
南钢股份,2.01%,2.55%,0.788366666666664
皮阿诺,1.98%,2.47%,0.8010391304347809
乾景园林,1.95%,-7.5%,0.26015853658536575
青农商行,1.93%,6.79%,0.28442105263157835
中科蓝讯,1.93%,1.57%,1.2274439252336362
渤海租赁,1.91%,24.02%,0.07952545454545458
中金公司,1.9%,17.87%,0.1063432835820895
神州数码,1.86%,9.61%,0.19348630705394193
百利电气,1.83%,58.92%,0.031058450704225356
聚胶股份,1.83%,7.95%,0.23032758620689667
保立佳,1.83%,1.88%,0.9752823529411766
恩威医药,1.82%,-0.85%,2.1501999999999915
宝利国际,1.82%,2.36%,0.7696000000000018
百普赛斯,1.82%,1.36%,1.3425056179775272
法本信息,1.82%,8.29%,0.21953749999999975
东北证券,1.81%,15.52%,0.11664444444444437
瑞华泰,1.8%,8.01%,0.22460869565217392
中南股份,1.76%,2.7%,0.6511999999999993
恺英网络,1.75%,12.83%,0.13636235955056172
南山控股,1.75%,-0.27%,6.580000000000139
西部黄金,1.73%,0.67%,2.58808000000001
城投控股,1.71%,9.03%,0.1894153846153848
北新路桥,1.71%,3.11%,0.5504062500000027
中信证券,1.71%,14.33%,0.11937115384615393
唯捷创芯,1.69%,5.09%,0.3322799999999993
永泰能源,1.68%,-1.32%,1.2683999999999989
太极股份,1.68%,14.38%,0.11684460431654685
铜峰电子,1.67%,6.38%,0.2618702127659577
亚通股份,1.67%,1.13%,1.4815285714285653
耐普矿机,1.66%,8.08%,0.2055095022624434
奥浦迈,1.65%,1.86%,0.8857417582417617
超捷股份,1.64%,1.31%,1.25277777777778
苏豪弘业,1.64%,1.72%,0.9511999999999976
山西证券,1.62%,11.77%,0.13758591549295776
美芯晟,1.62%,-0.57%,2.8318978723404316
*ST西发,1.59%,31.41%,0.050626380368098176
欧亚集团,1.58%,0.53%,2.9794285714285595
浙商证券,1.57%,9.43%,0.1664520408163268
信雅达,1.55%,10.66%,0.14541237113402053
瑞松科技,1.55%,-4.72%,0.32845238095238116
凯莱英,1.55%,6.38%,0.24283333333333357
江阴银行,1.55%,5.82%,0.26631818181818157
南京证券,1.54%,8.69%,0.17720547945205467
兴业证券,1.54%,10.26%,0.15009253731343283
郑州银行,1.52%,7.34%,0.2071000000000004
北方国际,1.5%,15.24%,0.09841628959276015
金地集团,1.49%,3.1%,0.4811458333333328
广发证券,1.48%,9.25%,0.16007092198581557
吉视传媒,1.47%,3.03%,0.4850999999999996
东兴证券,1.46%,11.81%,0.12366200000000002
张家港行,1.45%,6.39%,0.22682142857142842
新华传媒,1.45%,7.4%,0.19595714285714305
信安世纪,1.45%,8.26%,0.1754906542056074
华大九天,1.44%,5.8%,0.24831944922547325
浙版传媒,1.43%,5.92%,0.2416408163265305
税友股份,1.43%,11.35%,0.12602710280373824
国联水产,1.43%,7.91%,0.18089499999999978
软控股份,1.42%,2.69%,0.5285555555555564
中银证券,1.42%,9.96%,0.1425259259259259
赢合科技,1.42%,-7.11%,0.199592893401015
陕国投A,1.42%,6.58%,0.2157047619047619
三维天地,1.41%,6.4%,0.22020717131474124
珠江股份,1.37%,15.92%,0.08608166666666665
创识科技,1.36%,6.57%,0.20697810218978144
三生国健,1.36%,-4.49%,0.303218181818181
上海瀚讯,1.36%,9.48%,0.1433889763779528
双枪科技,1.36%,-3.22%,0.42234520547945176
新易盛,1.35%,1.25%,1.0760869565217428
赛隆药业,1.33%,-0.52%,2.535866666666721
包钢股份,1.32%,1.61%,0.8184000000000053
中泰证券,1.32%,13.12%,0.10059789473684219
金证股份,1.31%,17.72%,0.07394222222222221
云铝股份,1.31%,14.98%,0.08744416243654829
农尚环境,1.31%,8.77%,0.1493999999999999
恒生电子,1.3%,8.47%,0.1534733542319747
利欧股份,1.3%,3.04%,0.42714285714285544
莱尔科技,1.28%,11.5%,0.11127394957983201
三只松鼠,1.28%,1.68%,0.7631058823529415
中国天楹,1.28%,14.02%,0.09131940298507463
亚盛集团,1.28%,4.43%,0.28891428571428635
爱建集团,1.27%,15.15%,0.08382000000000005
永鼎股份,1.25%,18.33%,0.06819196428571424
陇神戎发,1.24%,9.98%,0.12426382978723413
世联行,1.23%,3.06%,0.4018000000000008
精达股份,1.22%,13.94%,0.08750344827586207
金贵银业,1.22%,4.71%,0.2588142857142863
辽宁成大,1.21%,5.62%,0.21544285714285724
小崧股份,1.2%,1.98%,0.6052173913043468
赤峰黄金,1.2%,5.01%,0.23935135135135127
宝新能源,1.19%,7.91%,0.15041600000000002
开勒股份,1.19%,7.58%,0.15703481012658246
酷特智能,1.19%,8.57%,0.13890961538461552
鹏都农牧,1.19%,4.04%,0.29452499999999965
通行宝,1.18%,3.61%,0.3265146341463414
金徽酒,1.17%,5.69%,0.2054812499999998
长城证券,1.17%,11.52%,0.10156082474226798
金银河,1.17%,9.91%,0.11803716951788505
青云科技,1.16%,-1.07%,1.0854285714285672
智洋创新,1.16%,2.23%,0.5190256410256402
天佑德酒,1.14%,3.94%,0.28927500000000067
贵阳银行,1.14%,6.13%,0.1858545454545454
齐鲁银行,1.13%,4.57%,0.24734444444444428
常熟银行,1.13%,4.23%,0.26691379310344826
返利科技,1.13%,4.39%,0.25714390243902435
鼎通科技,1.12%,0.42%,2.672599999999939
华峰铝业,1.12%,4.93%,0.22699718309859182
恒润股份,1.11%,7.07%,0.15703435582822065
栖霞建设,1.11%,9.41%,0.1179374999999999
阳光诺和,1.08%,-0.24%,4.468885714285697
维宏股份,1.07%,-0.22%,4.764557142857124
博腾股份,1.07%,4.15%,0.2576230769230774
步科股份,1.07%,2.35%,0.45504722222222294
奥比中光,1.07%,11.46%,0.09338424999999996
佳云科技,1.07%,7.1%,0.15069166666666647
迪哲医药,1.06%,1.28%,0.8278095238095206
中百集团,1.06%,1.81%,0.5865333333333344
神州泰岳,1.06%,4.84%,0.21913877551020478
北京人力,1.05%,-0.27%,3.9044999999999845
朗进科技,1.05%,6.11%,0.17180434782608658
森鹰窗业,1.04%,9.41%,0.11050000000000017
三五互联,1.04%,10.13%,0.10266880000000002
金字火腿,1.04%,9.23%,0.11270697674418612
建研院,1.04%,-0.39%,2.677999999999938
经纬恒润,1.04%,11.44%,0.09088030690537074
厦门银行,1.04%,7.79%,0.13342439024390237
惠城环保,1.03%,11.79%,0.08738961937716261
东莞控股,1.03%,4.63%,0.22238636363636388
方正证券,1.02%,14.93%,0.0683300970873787
深物业A,1.02%,7.24%,0.14087826086956495
萤石网络,1.02%,14.91%,0.06839695431472086
康龙化成,1.01%,-26.07%,0.03874491609081936
西部证券,1.01%,12.99%,0.07774651162790694
